6.0000000000,5.0000000000,9.0000000000,12.0000000000,2.0000000000,-1.0000000000,264.9722290039
4.0000000000,9.0000000000,15.0000000000,9.0000000000,2.0000000000,-1.0000000000,163.8111114502
7.0000000000,15.0000000000,17.0000000000,6.0000000000,2.0000000000,-1.0000000000,155.1875000000
4.0000000000,13.0000000000,6.0000000000,5.0000000000,3.0000000000,-1.0000000000,102.6250000000
4.0000000000,6.0000000000,6.0000000000,6.0000000000,3.0000000000,-1.0000000000,100.0999984741
2.0000000000,14.0000000000,6.0000000000,8.0000000000,3.0000000000,-1.0000000000,117.4047622681
8.0000000000,3.0000000000,6.0000000000,9.0000000000,3.0000000000,-1.0000000000,117.2592620850
18.0000000000,4.0000000000,6.0000000000,10.0000000000,3.0000000000,-1.0000000000,122.1250000000
12.0000000000,3.0000000000,6.0000000000,8.0000000000,3.0000000000,-1.0000000000,120.5833358765
13.0000000000,0.0000000000,6.0000000000,13.0000000000,3.0000000000,-1.0000000000,124.0694427490
5.0000000000,1.0000000000,6.0000000000,11.0000000000,3.0000000000,-1.0000000000,113.7037048340
10.0000000000,10.0000000000,6.0000000000,11.0000000000,3.0000000000,-1.0000000000,135.3703765869
18.0000000000,8.0000000000,6.0000000000,11.0000000000,3.0000000000,-1.0000000000,147.0046234131
15.0000000000,12.0000000000,6.0000000000,10.0000000000,3.0000000000,-1.0000000000,142.9285736084
15.0000000000,0.0000000000,6.0000000000,19.0000000000,3.0000000000,-1.0000000000,120.3030319214
5.0000000000,19.0000000000,9.0000000000,5.0000000000,3.0000000000,-1.0000000000,125.5000000000
9.0000000000,2.0000000000,9.0000000000,6.0000000000,3.0000000000,-1.0000000000,149.3111114502
10.0000000000,9.0000000000,9.0000000000,6.0000000000,3.0000000000,-1.0000000000,132.4166717529
13.0000000000,5.0000000000,9.0000000000,10.0000000000,3.0000000000,-1.0000000000,131.7777709961
4.0000000000,10.0000000000,9.0000000000,12.0000000000,3.0000000000,-1.0000000000,158.7777709961
15.0000000000,6.0000000000,9.0000000000,7.0000000000,3.0000000000,-1.0000000000,149.3148193359
4.0000000000,4.0000000000,9.0000000000,6.0000000000,3.0000000000,-1.0000000000,146.8289489746
5.0000000000,3.0000000000,9.0000000000,8.0000000000,3.0000000000,-1.0000000000,124.0222244263
4.0000000000,7.0000000000,9.0000000000,12.0000000000,3.0000000000,-1.0000000000,134.7166595459
15.0000000000,0.0000000000,9.0000000000,21.0000000000,3.0000000000,-1.0000000000,133.9555511475
6.0000000000,0.0000000000,9.0000000000,15.0000000000,3.0000000000,-1.0000000000,115.3823547363
10.0000000000,2.0000000000,12.0000000000,6.0000000000,3.0000000000,-1.0000000000,154.7361145020
12.0000000000,19.0000000000,12.0000000000,4.0000000000,3.0000000000,-1.0000000000,138.5193176270
8.0000000000,1.0000000000,12.0000000000,6.0000000000,3.0000000000,-1.0000000000,152.8750000000
9.0000000000,10.0000000000,12.0000000000,6.0000000000,3.0000000000,-1.0000000000,131.8257598877
10.0000000000,12.0000000000,12.0000000000,8.0000000000,3.0000000000,-1.0000000000,140.4888916016
7.0000000000,1.0000000000,12.0000000000,5.0000000000,3.0000000000,-1.0000000000,146.8898773193
9.0000000000,15.0000000000,12.0000000000,6.0000000000,3.0000000000,-1.0000000000,165.7222290039
0.0000000000,12.0000000000,12.0000000000,6.0000000000,3.0000000000,-1.0000000000,140.8823547363
